method,tx,selectivity,included_columns,join,dram_gib,target_gib,update_size,timestamp,file_path,tput,w_mib,r_mib,cycles_per_tx,utilized_cpus,cpu_time_per_tx,ssd_reads_per_tx,ssd_writes_per_tx
materialized join view,scan,100,1,outer,1.0,4,5,01-01-10-27,join/1.0-4-scan-outer/01-01-10-27_sum.csv,0.007246376811594203,0.0,13.594927536231884,94434943.5,0.08738465217391304,95.71552681884057,4120.144927536232,0.0
materialized join view,read,50,1,inner,1.0,4,5,12-31-19-29,join/1.0-4-read-sel50/12-31-19-29_sum.csv,978.275,0.0,15.580833333333329,173629.892749475,0.17118645,0.175723675,4.104961458333333,0.0
materialized join view,scan,100,2,inner,1.0,4,5,01-01-01-02,join/1.0-4-scan-col2/01-01-01-02_sum.csv,0.015384615384615385,0.0,14.306923076923074,169095216.0923077,0.1270075846153846,171.09386684615384,4817.761538461538,0.0
materialized join view,read,5,1,inner,1.0,4,5,12-31-22-43,join/1.0-4-read-sel5/12-31-22-43_sum.csv,327127.1512605042,0.0,15.58151260504201,3625.1012637983195,1.1777145126050421,0.003631210084033614,0.012333966386554625,0.0
materialized join view,read-locality,19,1,inner,1.0,4,5,12-31-21-41,join/1.0-4-read-locality-sel19/12-31-21-41_sum.csv,1341.2100840336134,0.0,15.590756302521001,133180.40004534452,0.17985633613445381,0.134795756302521,2.9964016638655457,0.0
materialized join view,read-locality,100,1,inner,1.0,4,5,12-31-17-53,join/1.0-4-read-locality/12-31-17-53_sum.csv,667.6722689075631,0.0,15.573109243697473,272569.36960830254,0.1833749579831932,0.2759295462184874,6.014347865546219,0.0
materialized join view,scan,50,2,inner,1.0,4,5,01-01-02-45,join/1.0-4-scan-sel50-col2/01-01-02-45_sum.csv,0.0234375,0.0,14.678124999999998,97855921.03125,0.10465160937500001,98.960139359375,3451.1484375,0.0
materialized join view,read-locality,5,0,inner,1.0,4,5,12-31-04-23,join/1.0-4-read-locality-sel5-col0/12-31-04-23_sum.csv,28980.808333333334,0.0,15.58333333333333,10775.580040075001,0.31210898333333337,0.010822708333333335,0.1387946416666667,0.0
materialized join view,scan,19,1,inner,1.0,4,5,12-31-22-00,join/1.0-4-scan-sel19/12-31-22-00_sum.csv,0.032,0.0,14.9256,150737076.232,0.164675792,152.58232772,3466.448,0.0
materialized join view,write,50,0,inner,1.0,4,5,12-31-02-21,join/1.0-4-write-sel50-col0/12-31-02-21_sum.csv,386.325,0.9183333333333334,14.615833333333331,408871.63573188335,0.15888410833333336,0.413160175,9.7753552,0.6159973916666668
materialized join view,read-locality,100,1,outer,1.0,4,5,01-01-10-00,join/1.0-4-read-locality-outer/01-01-10-00_sum.csv,659.6583333333333,0.0,15.571666666666665,167147.65604869166,0.11104874166666666,0.16899601666666667,6.083645275,0.0
materialized join view,write,100,1,inner,16.0,4,5,09-22-18-12,join/16.0-4-write/09-22-18-12_sum.csv,1171.7752808988764,0.0,0.0,3455720.543502899,3.993642370786517,3.4558445730337075,0.0,0.0
materialized join view,scan,50,0,inner,1.0,4,5,12-31-02-02,join/1.0-4-scan-sel50-col0/12-31-02-02_sum.csv,0.008333333333333333,0.0,15.56333333333333,102051976.31666666,0.16251419166666667,103.0740024,2641.641666666667,0.0
materialized join view,read,5,0,inner,1.0,4,5,12-31-04-01,join/1.0-4-read-sel5-col0/12-31-04-01_sum.csv,79054.325,0.0,15.584166666666663,7162.965996491666,0.5644913583333333,0.007180016666666666,0.050865774999999995,0.0
materialized join view,scan,100,1,inner,16.0,4,5,09-22-17-47,join/16.0-4-scan/09-22-17-47_sum.csv,3.066666666666667,0.0,0.0,1358790902.4379632,3.988290722222222,1358.8337257222222,0.0,0.0
materialized join view,read,19,2,inner,1.0,4,5,01-01-03-30,join/1.0-4-read-sel19-col2/01-01-03-30_sum.csv,409612.33613445377,0.0,15.591596638655455,2639.13925994958,1.075471344537815,0.0026423025210084044,0.009825420168067228,0.0
materialized join view,read,100,0,outer,1.0,4,5,01-01-11-29,join/1.0-4-read-outer-col0/01-01-11-29_sum.csv,434.9166666666667,0.0,15.587499999999997,264103.68578404165,0.11563697499999999,0.26693911666666664,9.230589675000001,0.0
materialized join view,scan,5,0,inner,1.0,4,5,12-31-04-39,join/1.0-4-scan-sel5-col0/12-31-04-39_sum.csv,0.12295081967213115,0.0,15.231967213114752,148451742.25409836,0.14398326229508193,149.75794717213114,4067.158469942623,0.0
materialized join view,write,5,2,inner,1.0,4,5,01-01-16-34,join/1.0-4-write-sel5-col2/01-01-16-34_sum.csv,149.88333333333333,1.0483333333333333,14.488333333333333,775256.1370369334,0.11596853333333333,0.7838230583333332,25.21792305,1.8113928416666667
materialized join view,scan,5,1,inner,1.0,4,5,12-31-23-23,join/1.0-4-scan-sel5/12-31-23-23_sum.csv,62.21848739495798,0.0,15.586554621848732,19254000.90548485,1.1910186302521006,19.28564093277311,64.74274726890756,0.0
materialized join view,read-locality,100,0,inner,1.0,4,5,12-31-15-57,join/1.0-4-read-locality-col0/12-31-15-57_sum.csv,280.7583333333333,0.0,15.57833333333333,691655.4208216667,0.19546428333333335,0.6992180333333333,14.302609266666666,0.0
materialized join view,read,100,0,inner,16.0,4,5,01-01-06-27,join/16.0-4-read-col0/01-01-06-27_sum.csv,150721.2,0.0,0.0,26640.291270122227,3.9963382,0.02664123333333333,0.0,0.0
materialized join view,scan,19,0,inner,1.0,4,5,12-31-03-23,join/1.0-4-scan-sel19-col0/12-31-03-23_sum.csv,0.031007751937984496,0.0,14.51395348837209,175139205.00775194,0.1419833023255814,176.81634617054263,4541.426356589147,0.015503875968992248
materialized join view,write,100,1,inner,1.0,4,5,12-31-18-54,join/1.0-4-write/12-31-18-54_sum.csv,35.55,0.14916666666666673,15.408333333333337,5078966.175324317,0.18118855833333333,5.14117215,112.39600464166666,1.0825939666666666
materialized join view,scan,5,2,inner,1.0,4,5,01-01-16-17,join/1.0-4-scan-sel5-col2/01-01-16-17_sum.csv,108.38655462184875,0.0,15.590756302521,10838890.973964766,1.1697557983193274,10.851510260504202,37.09378400840336,0.0
materialized join view,read-locality,100,2,inner,1.0,4,5,01-01-00-39,join/1.0-4-read-locality-col2/01-01-00-39_sum.csv,928.6916666666667,0.0,15.577499999999997,175062.64037881664,0.16357505833333336,0.17701311666666666,4.327068841666667,0.0
materialized join view,write,100,2,outer,1.0,4,5,01-01-14-32,join/1.0-4-write-outer-col2/01-01-14-32_sum.csv,32.06666666666667,0.11083333333333335,15.404166666666669,3913293.6818783423,0.12593670833333334,3.9545582083333333,124.42430961666666,0.9521345583333333
materialized join view,read,100,2,inner,1.0,4,5,01-01-00-06,join/1.0-4-read-col2/01-01-00-06_sum.csv,1104.8916666666667,0.0,15.574999999999996,150149.11728774165,0.16710045833333334,0.15187380833333333,3.6333758916666663,0.0
materialized join view,read,100,1,inner,16.0,4,5,09-22-16-55,join/16.0-4-read/09-22-16-55_sum.csv,366755.14444444445,0.0,0.0,10963.552692977777,3.996956744444444,0.010963722222222222,0.0,0.0
materialized join view,scan,19,2,inner,1.0,4,5,01-01-14-56,join/1.0-4-scan-sel19-col2/01-01-14-56_sum.csv,25.764705882352942,0.0,15.58823529411764,42951735.55500084,1.1016321344537818,43.006357403361356,156.07457378151264,0.0
materialized join view,read,100,2,outer,1.0,4,5,01-01-13-09,join/1.0-4-read-outer-col2/01-01-13-09_sum.csv,1090.3833333333334,0.0,15.582499999999998,102698.36367035835,0.11272879166666666,0.10382315,3.6816272666666663,0.0
materialized join view,write,5,1,inner,1.0,4,5,12-31-23-41,join/1.0-4-write-sel5/12-31-23-41_sum.csv,104.73109243697479,1.259663865546218,14.280672268907567,1614103.7999983192,0.1693758991596639,1.6342089159663866,35.42900539495798,3.1024544873949584
materialized join view,scan,100,2,outer,1.0,4,5,01-01-14-06,join/1.0-4-scan-outer-col2/01-01-14-06_sum.csv,0.007936507936507936,0.0,14.847619047619045,69364221.6984127,0.10038433333333333,70.12166126984127,2642.690476190476,0.0
materialized join view,scan,100,0,inner,16.0,4,5,01-01-07-12,join/16.0-4-scan-col0/01-01-07-12_sum.csv,0.5555555555555556,0.0,0.0,4030912595.3777776,3.966739944444444,4031.0383665333334,0.0,0.0
materialized join view,read,50,2,inner,1.0,4,5,01-01-01-57,join/1.0-4-read-sel50-col2/01-01-01-57_sum.csv,1365.075,0.0,15.564999999999998,84478.52596185,0.116082725,0.0853463,2.940565325,0.0
materialized join view,read-locality,50,0,inner,1.0,4,5,12-31-01-44,join/1.0-4-read-locality-sel50-col0/12-31-01-44_sum.csv,386.3666666666667,0.0,15.581666666666665,384590.3267793084,0.14942845,0.38840268333333333,10.394058499999998,0.0
materialized join view,read-locality,100,0,outer,1.0,4,5,01-01-11-58,join/1.0-4-read-locality-outer-col0/01-01-11-58_sum.csv,278.40833333333336,0.0,15.577499999999997,436407.938890625,0.12221651666666666,0.4408295833333333,14.4195003,0.0
materialized join view,write,100,0,inner,16.0,4,5,01-01-07-35,join/16.0-4-write-col0/01-01-07-35_sum.csv,10946.922222222222,0.0,0.0,366849.4097254667,3.996836533333333,0.3668602888888889,0.0,0.0
traditional indexes,read,100,1,inner,1.0,4,5,12-31-17-46,base/1.0-4-read/12-31-17-46_sum.csv,492.2857142857143,0.0,15.578991596638648,375875.43499084044,0.18633443697478988,0.3803501932773109,8.160478100840335,0.0
traditional indexes,read-locality,50,2,inner,1.0,4,5,01-01-02-39,base/1.0-4-read-locality-sel50-col2/01-01-02-39_sum.csv,721.675,0.0,15.572499999999998,179765.62896686664,0.1304984,0.18167465833333332,5.563255041666666,0.0
traditional indexes,read,5,2,inner,1.0,4,5,01-01-15-55,base/1.0-4-read-sel5-col2/01-01-15-55_sum.csv,854.5416666666666,0.0,15.577499999999997,133878.34389591668,0.11505140833333334,0.13530954166666664,4.701598866666666,0.0
traditional indexes,read-locality,100,0,inner,16.0,4,5,01-01-07-05,base/16.0-4-read-locality-col0/01-01-07-05_sum.csv,71566.97777777778,0.0,0.0,56123.09685737779,3.996288277777778,0.05612480000000001,0.0,0.0
traditional indexes,read,100,2,inner,16.0,4,5,01-01-08-03,base/16.0-4-read-col2/01-01-08-03_sum.csv,238944.85555555555,0.0,0.0,16811.2809403,3.997698022222222,0.016811644444444447,0.0,0.0
traditional indexes,write,19,2,inner,1.0,4,5,01-01-15-28,base/1.0-4-write-sel19-col2/01-01-15-28_sum.csv,174.36666666666667,0.6024999999999998,14.923333333333336,891521.0605264418,0.156070025,0.9012003583333332,22.139398874999998,0.8974574583333333
traditional indexes,write,5,0,inner,1.0,4,5,12-31-05-07,base/1.0-4-write-sel5-col0/12-31-05-07_sum.csv,1005.55,2.605833333333334,12.95,167172.44844428336,0.16775529166666664,0.16864520000000002,3.3588022,0.67108105
traditional indexes,read-locality,100,2,outer,1.0,4,5,01-01-13-59,base/1.0-4-read-locality-outer-col2/01-01-13-59_sum.csv,599.4,0.0,15.57833333333333,188210.56950834166,0.11353522499999999,0.19021714999999997,6.6986671666666675,0.0
traditional indexes,scan,50,1,inner,1.0,4,5,12-31-20-41,base/1.0-4-scan-sel50/12-31-20-41_sum.csv,0.01652892561983471,0.0,15.378512396694212,173608644.1735537,0.18114057851239668,175.67754952066116,3848.223140495868,0.0
traditional indexes,write,100,1,outer,1.0,4,5,01-01-11-17,base/1.0-4-write-outer/01-01-11-17_sum.csv,90.98333333333333,0.3149999999999999,15.226666666666667,1259675.9550087333,0.11529135833333333,1.2735559833333336,43.23969395000001,0.8984222083333333
traditional indexes,read-locality,5,1,inner,1.0,4,5,12-31-23-18,base/1.0-4-read-locality-sel5/12-31-23-18_sum.csv,668.1428571428571,0.0,15.572268907563018,263702.9017731345,0.17745050420168065,0.2668955966386555,6.011952529411766,0.0
traditional indexes,read-locality,100,2,inner,16.0,4,5,01-01-08-30,base/16.0-4-read-locality-col2/01-01-08-30_sum.csv,173356.8777777778,0.0,0.0,23175.222897300002,3.9975124,0.023175755555555552,0.0,0.0
traditional indexes,write,19,1,inner,1.0,4,5,12-31-22-33,base/1.0-4-write-sel19/12-31-22-33_sum.csv,211.95833333333334,0.7266666666666666,14.81666666666667,847092.4558913,0.18067438333333335,0.8568140750000001,18.063318908333333,0.8894914249999999
traditional indexes,read-locality,19,0,inner,1.0,4,5,12-31-03-17,base/1.0-4-read-locality-sel19-col0/12-31-03-17_sum.csv,510.6333333333333,0.0,15.589166666666664,278384.356397575,0.14290801666666664,0.281104075,7.866601716666666,0.0
traditional indexes,scan,100,0,outer,1.0,4,5,01-01-12-33,base/1.0-4-scan-outer-col0/01-01-12-33_sum.csv,0.007936507936507936,0.0,14.711904761904758,130285439.93650794,0.12347802380952382,131.61979867460317,4512.833333333333,0.015873015873015872
traditional indexes,read,19,1,inner,1.0,4,5,12-31-21-36,base/1.0-4-read-sel19/12-31-21-36_sum.csv,607.0416666666666,0.0,15.58333333333333,297349.1911134083,0.18184565,0.30090144166666666,6.615936925,1.2983333333333333e-05
traditional indexes,scan,100,2,inner,16.0,4,5,01-01-08-56,base/16.0-4-scan-col2/01-01-08-56_sum.csv,4.855555555555555,0.0,0.0,832181741.8666666,3.995827088888889,832.2192472222222,0.0,0.0
traditional indexes,write,100,0,outer,1.0,4,5,01-01-12-54,base/1.0-4-write-outer-col0/01-01-12-54_sum.csv,133.69166666666666,0.31999999999999995,15.228333333333332,885013.3683300582,0.11896142500000001,0.8945032166666667,29.439703933333337,0.6205246583333334
traditional indexes,scan,100,1,inner,1.0,4,5,12-31-18-45,base/1.0-4-scan/12-31-18-45_sum.csv,0.008,0.0,14.857599999999998,128300558.2,0.171206184,129.86532812000002,2859.064,0.008
traditional indexes,read,100,0,inner,1.0,4,5,12-31-15-50,base/1.0-4-read-col0/12-31-15-50_sum.csv,399.09166666666664,0.0,15.579999999999995,464289.6445775333,0.18671626666666666,0.46980238333333335,10.060001558333333,0.0
traditional indexes,write,50,1,inner,1.0,4,5,12-31-21-04,base/1.0-4-write-sel50/12-31-21-04_sum.csv,176.83333333333334,0.6149999999999999,14.945833333333333,1064197.6416578167,0.18932021666666668,1.076654975,21.838593641666666,0.8968310416666666
traditional indexes,write,50,2,inner,1.0,4,5,01-01-03-20,base/1.0-4-write-sel50-col2/01-01-03-20_sum.csv,135.43333333333334,0.46833333333333343,15.074166666666663,866719.0748365835,0.118029425,0.8761732916666667,28.77825830833334,0.8911989083333333
traditional indexes,read-locality,5,2,inner,1.0,4,5,01-01-16-12,base/1.0-4-read-locality-sel5-col2/01-01-16-12_sum.csv,815.9083333333333,0.0,15.574999999999996,141771.6862027,0.11637053333333333,0.14328689166666667,4.922855208333333,0.0
traditional indexes,read-locality,50,1,inner,1.0,4,5,12-31-20-18,base/1.0-4-read-locality-sel50/12-31-20-18_sum.csv,495.14166666666665,0.0,15.574166666666663,352590.0753579583,0.17598398333333332,0.35681439166666673,8.105652525,0.0
traditional indexes,scan,100,0,inner,1.0,4,5,12-31-16-33,base/1.0-4-scan-col0/12-31-16-33_sum.csv,0.007874015748031496,0.0,14.635433070866142,194510195.89763778,0.1851546771653543,196.89048888188978,4382.913385826771,0.047244094488188976
traditional indexes,read,19,0,inner,1.0,4,5,12-31-03-01,base/1.0-4-read-sel19-col0/12-31-03-01_sum.csv,623.9333333333333,0.0,15.576666666666663,226907.89927972498,0.14240399166666667,0.2291584083333333,6.435778733333333,0.0
traditional indexes,read,100,1,outer,1.0,4,5,01-01-09-53,base/1.0-4-read-outer/01-01-09-53_sum.csv,502.1166666666667,0.0,15.574999999999998,225004.34466563334,0.11376508333333334,0.22745983333333333,7.992863975000001,0.0
traditional indexes,write,100,2,inner,1.0,4,5,01-01-01-45,base/1.0-4-write-col2/01-01-01-45_sum.csv,58.56666666666667,0.19500000000000003,15.345,2064443.40112935,0.12134801666666667,2.0869092416666666,67.85396040833334,0.8895928583333333
traditional indexes,read-locality,100,1,inner,16.0,4,5,09-22-17-40,base/16.0-4-read-locality/09-22-17-40_sum.csv,157199.39325842698,0.0,0.0,25795.224454292133,3.995490741573034,0.02579594382022472,0.0,0.0
traditional indexes,read-locality,19,2,inner,1.0,4,5,01-01-04-06,base/1.0-4-read-locality-sel19-col2/01-01-04-06_sum.csv,967.175,0.0,15.549166666666663,117432.816849425,0.114264925,0.11871283333333334,4.146962258333333,0.0
traditional indexes,write,100,0,inner,1.0,4,5,12-31-16-55,base/1.0-4-write-col0/12-31-16-55_sum.csv,133.46666666666667,0.3083333333333333,15.22833333333333,1372637.8906307083,0.18438096666666667,1.3887638749999998,29.500673225,0.611076675
traditional indexes,write,100,2,inner,16.0,4,5,01-01-09-11,base/16.0-4-write-col2/01-01-09-11_sum.csv,8626.822222222223,0.0,0.0,469878.2591031778,3.9957736555555554,0.4698941333333332,0.0,0.0
traditional indexes,read,50,0,inner,1.0,4,5,12-31-01-38,base/1.0-4-read-sel50-col0/12-31-01-38_sum.csv,473.25,0.0,15.580833333333329,296741.19740945,0.14138294166666665,0.29994457499999994,8.484335,0.0
traditional indexes,write,19,0,inner,1.0,4,5,12-31-03-53,base/1.0-4-write-sel19-col0/12-31-03-53_sum.csv,582.0916666666667,1.4333333333333333,14.113333333333332,273324.69575715833,0.15950935000000002,0.2759472083333333,6.278117324999999,0.6365977750000001
traditional indexes,scan,100,1,outer,1.0,4,5,01-01-10-49,base/1.0-4-scan-outer/01-01-10-49_sum.csv,0.008,0.0,14.919199999999998,78401038.288,0.106397128,79.29528595999999,2855.976,0.0
traditional indexes,read,50,1,inner,1.0,4,5,12-31-19-55,base/1.0-4-read-sel50/12-31-19-55_sum.csv,534.0333333333333,0.0,15.568333333333332,321137.20729729166,0.17285199166666665,0.324954675,7.516174908333334,0.0
traditional indexes,scan,100,2,inner,1.0,4,5,01-01-01-20,base/1.0-4-scan-col2/01-01-01-20_sum.csv,0.024390243902439025,0.0,15.096747967479674,129068672.04878049,0.13310433333333335,130.4420524308943,3752.308943089431,0.008130081300813009
traditional indexes,read,5,1,inner,1.0,4,5,12-31-23-01,base/1.0-4-read-sel5/12-31-23-01_sum.csv,690.109243697479,0.0,15.573109243697473,265745.3931727647,0.18462292436974792,0.2688528571428571,5.820373008403362,1.323529411764706e-05
traditional indexes,read-locality,19,1,inner,1.0,4,5,12-31-21-54,base/1.0-4-read-locality-sel19/12-31-21-54_sum.csv,573.9416666666667,0.0,15.574999999999998,318934.449557975,0.18438899166666667,0.3228544833333334,6.998670758333334,0.0
traditional indexes,read-locality,100,1,inner,1.0,4,5,12-31-18-15,base/1.0-4-read-locality/12-31-18-15_sum.csv,442.3833333333333,0.0,15.56333333333333,410064.90111325,0.18271824166666664,0.41487701666666665,9.074220483333333,0.0
traditional indexes,scan,50,2,inner,1.0,4,5,01-01-03-00,base/1.0-4-scan-sel50-col2/01-01-03-00_sum.csv,0.024193548387096774,0.0,15.037903225806453,96938602.43548387,0.10779170967741934,97.91644223387095,3429.8064516129034,0.0
traditional indexes,read-locality,5,0,inner,1.0,4,5,12-31-04-33,base/1.0-4-read-locality-sel5-col0/12-31-04-33_sum.csv,1532.5833333333333,0.0,15.574166666666663,94912.49616633334,0.14575294166666666,0.095790425,2.6273650500000003,5.5e-06
traditional indexes,scan,19,1,inner,1.0,4,5,12-31-22-14,base/1.0-4-scan-sel19/12-31-22-14_sum.csv,0.024793388429752067,0.0,15.347933884297518,146665068.63636363,0.1787660826446281,148.37074847933883,3284.0,0.0
